name_ar,category,full_address,phone_number,website,rating,plus_code,opening_times,opening_status,price_range,city_ar,region_ar,latitude,longitude,google_maps_url
مستشفى الصادق,مستشفى,شارع أبو موسى الأنصاري، النور، سيهات‎ 32452,013 850 0160,http://www.alsadiqhospital.com/,2.7,F2QQ+PX,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4893564,50.0399924,"https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B5%D8%A7%D8%AF%D9%82%E2%80%AD/@26.4893564,50.0399924,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe4a64e3a1c7:0xbf6b66f609ed8698!8m2!3d26.4893564!4d50.0399924!16s%2Fg%2F1thtbm0c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع الربان الطبي,مستشفى عام,7315 أبو النصر الحسيني، الفردوس، سيهات‎ 32434,013 838 7401,https://www.instagram.com/rubbanmedical?igsh=MXF0OWloOXdzeGx3MQ==,3.1,F2CW+MJ,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4717076,50.0466034,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%B1%D8%A8%D8%A7%D9%86+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4717076,50.0466034,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe691b2d1f05:0x32ebb643ff36701e!8m2!3d26.4717076!4d50.0466034!16s%2Fg%2F1hm5x4kz5?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع المدلوح الطبي,مستشفى,EMGA7690، شارع عبدالله بن ربيعة، 4371، الفردوس، سيهات‎ 32434,9200 14603,http://madlouh.com.sa/,3.4,F2FV+WP,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4748657,50.044343,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D9%85%D8%AF%D9%84%D9%88%D8%AD+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4748657,50.044343,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe41f66b1315:0x261a9919758f85f0!8m2!3d26.4748657!4d50.044343!16s%2Fg%2F1wcxbkkl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع الدر الطبي التخصصي,مركز طبي,EMMB4146، طريق الخليج، الغدير، سيهات‎ 32451,9200 13045,https://www.aldorrmed.com/,4.8,F3Q2+43,"{""الأحد"": ""٩:٠٠ص–٩:٠٠م""}",مفتوح · يغلق عند الساعة ٩ م,N/A,سيهات,المنطقة الشرقية,26.4878731,50.0501484,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%AF%D8%B1+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%E2%80%AD/@26.4878731,50.0501484,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffd4af0c3ae7:0xba536fbe0e1c23be!8m2!3d26.4878731!4d50.0501484!16s%2Fg%2F11rf8vs1_g?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات ٢,مركز طبي,شارع عمر بن عبدالعزيز، النور، سيهات‎ 32452,013 856 1830,N/A,3.8,F2JR+7Q,"{""الأحد"": ""٨:٠٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,N/A,سيهات,المنطقة الشرقية,26.4806992,50.0418864,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D9%A2%E2%80%AD/@26.4806992,50.0418864,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe465570c381:0x6fe4bbad77d9af30!8m2!3d26.4806992!4d50.0418864!16s%2Fg%2F12hm4fblh?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع تبسم بلس الطبي,مركز طبي,"حي, شارع عمر بن عبدالعزيز، الزهور، سيهات‎ 32437",055 668 6180,http://tabassemplus.com/,4.7,F29W+R6,"{""الأحد"": ""١٠:٠٠ص–١٠:٠٠م""}",مفتوح · يغلق عند الساعة ١٠ م,N/A,سيهات,المنطقة الشرقية,26.4696105,50.0456228,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%AA%D8%A8%D8%B3%D9%85+%D8%A8%D9%84%D8%B3+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4696105,50.0456228,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffab5918e71b:0xc60281385b14bb60!8m2!3d26.4696105!4d50.0456228!16s%2Fg%2F11t6y_m1_8?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع فراشة الحياة الطبي,مركز طبي,"8201-8221 Khaleej Rd, الكوثر، First Floor, سيهات‎ 32431",056 522 4911,N/A,4.5,F3J3+XP,"{""الأحد"": ""١٢:٠٠–٨:٠٠م""}",مفتوح · يغلق عند الساعة ٨ م,N/A,سيهات,المنطقة الشرقية,26.4823806,50.0543493,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D9%81%D8%B1%D8%A7%D8%B4%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4823806,50.0543493,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe5bf928a289:0x6b517a49acc1f5b1!8m2!3d26.4823806!4d50.0543493!16s%2Fg%2F11c1n4_xg6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مختبرات وريد الطبية فرع سيهات,مختبر طبي,الشارع الخامس عشر، المنتزه، سيهات‎ 32452,800 122 1220,https://wareed.com.sa/lab?utm_source=ggl&utm_medium=map,4.6,F2JW+GJ,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4813065,50.0465435,"https://www.google.com/maps/place/%D9%85%D8%AE%D8%AA%D8%A8%D8%B1%D8%A7%D8%AA+%D9%88%D8%B1%D9%8A%D8%AF+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+%D9%81%D8%B1%D8%B9+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4813065,50.0465435,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fff2b7836a2b:0x204092938e2de91c!8m2!3d26.4813065!4d50.0465435!16s%2Fg%2F11yp7_222r?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات الثالث,المركز الطبي العام,4844 شارع أحمد شوقي، غرناطة، سيهات‎ 32434,013 850 0509,http://www.moh.gov.sa/,3.5,F2HX+4H,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مغلق · يفتح يوم الاثنين عند الساعة ٨ ص,N/A,سيهات,المنطقة الشرقية,26.4778487,50.0489674,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%E2%80%AD/@26.4778487,50.0489674,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe42d79c8bcd:0xcd9467e9ae20e4e9!8m2!3d26.4778487!4d50.0489674!16s%2Fg%2F11c70053hg?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز داركوف للتأهيل الطبي,مركز إعادة التأهيل,"3439 شارع أبو موسى الأنصاري، المنتزه، Unit 1, سيهات‎ 32452",9200 11864,N/A,4.5,F2RR+FW,"{""الأحد"": ""٩:٠٠ص–٧:٠٠م"", ""الاثنين"": ""٩:٠٠ص–٧:٠٠م"", ""الثلاثاء"": ""٩:٠٠ص–٧:٠٠م"", ""الأربعاء"": ""٩:٠٠ص–٧:٠٠م"", ""الخميس"": ""٩:٠٠ص–٧:٠٠م"", ""الجمعة"": ""مغلق"", ""السبت"": ""٩:٠٠ص–٧:٠٠م""}",مفتوح · يغلق عند الساعة ٧ م,N/A,سيهات,المنطقة الشرقية,26.4912352,50.0423461,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF%D8%A7%D8%B1%D9%83%D9%88%D9%81+%D9%84%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/@26.4912352,50.0423461,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe4b201b7649:0x56c9a9c674ec49fb!8m2!3d26.4912352!4d50.0423461!16s%2Fg%2F12cphkwk2?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Padi Clinic| عيادات بداية الطفل لطب أسنان الأطفال - سيهات,عِيادة أسنان,الخليج، سيهات‎ 32451,050 116 3444,https://instagram.com/padiclinic?igshid=130cle6j9j4jl,4.5,F3P2+PF,"{""الأحد"": ""٩:٠٠ص–٩:٠٠م""}",مفتوح · يغلق عند الساعة ٩ م,N/A,سيهات,المنطقة الشرقية,26.4867607,50.0511421,"https://www.google.com/maps/place/Padi+Clinic%7C+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D9%84%D8%B7%D8%A8+%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+-+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4867607,50.0511421,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fff601d08615:0xc95d43ad95182412!8m2!3d26.4867607!4d50.0511421!16s%2Fg%2F11fp0qpqxs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي سيهات 1,المركز الطبي العام,7980 شارع ٥ (أ)، قرطبة، سيهات‎ 32453,013 850 3021,http://www.moh.gov.sa/,4.2,F2WP+WQ,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مغلق · يفتح يوم الاثنين عند الساعة ٨ ص,N/A,سيهات,المنطقة الشرقية,26.49733,50.03694,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+1%E2%80%AD/@26.49733,50.03694,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc9a1c5355d:0x9ae5c79f6d807ab5!8m2!3d26.49733!4d50.03694!16s%2Fg%2F1pp2tzf5b?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز صحي النابية,المركز الطبي العام,7994 طريق الظهران الجبيل السريع، النابية، سيهات‎ 32471,013 856 0538,http://www.moh.gov.sa/,3.0,F2F7+85,"{""الأحد"": ""٨:٠٠ص–٤:٠٠م""}",مغلق · يفتح يوم الاثنين عند الساعة ٨ ص,N/A,سيهات,المنطقة الشرقية,26.4733545,50.012885,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B5%D8%AD%D9%8A+%D8%A7%D9%84%D9%86%D8%A7%D8%A8%D9%8A%D8%A9%E2%80%AD/@26.4733545,50.012885,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601d0a5c4a999:0x1ba28db9154a1e7!8m2!3d26.4733545!4d50.012885!16s%2Fg%2F1yfp0gv99?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الشركه التشيكية السعودية الطبية للعلاج الطبيعي,مستشفى,مسجد السيدة خديجة، شارع أبو موسى الأنصاري، المنتزه، سيهات‎ 32452,055 441 5589,N/A,4.8,F2RV+H2,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4913882,50.0425841,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D9%87+%D8%A7%D9%84%D8%AA%D8%B4%D9%8A%D9%83%D9%8A%D8%A9+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+%D9%84%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A%E2%80%AD/@26.4913882,50.0425841,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc378d1a6b9:0x1d2feefe77d76114!8m2!3d26.4913882!4d50.0425841!16s%2Fg%2F11fk40sswl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مجمع مدارس التهذيب الأهلية للبنين,مدرسة خاصة,"Khaleej Rd, الكوثر، سيهات‎ 32431",054 677 9304,http://al-tahtheeb.com/,N/A,F3F5+49,"{""الأحد"": ""٨:٠٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,N/A,سيهات,المنطقة الشرقية,26.4728028,50.0584888,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A7%D9%84%D8%AA%D9%87%D8%B0%D9%8A%D8%A8+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9+%D9%84%D9%84%D8%A8%D9%86%D9%8A%D9%86%E2%80%AD/@26.4728028,50.0584888,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe621602188f:0xcbead6ec70c8635!8m2!3d26.4728028!4d50.0584888!16s%2Fg%2F12q4r94nz?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مدرسة اسامة بن عمير الابتدائية (بنين),مدرسة تعليم عام,2831 السدر، الكوثر، سيهات‎ 32431 7236، سيهات‎ 31972,055 388 2813,N/A,N/A,F3F6+CJ,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4735274,50.0615302,"https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%A7%D8%B3%D8%A7%D9%85%D8%A9+%D8%A8%D9%86+%D8%B9%D9%85%D9%8A%D8%B1+%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D8%AF%D8%A7%D8%A6%D9%8A%D8%A9+(%D8%A8%D9%86%D9%8A%D9%86)%E2%80%AD/@26.4735274,50.0615302,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff1dea517639:0x23a38ad39daea18d!8m2!3d26.4735274!4d50.0615302!16s%2Fg%2F11fnww64dj?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مدارس ماس الأهلية,مدرسة خاصة,7433 طريق الملك عبدالعزيز، غرناطة، سيهات‎ 32434,013 850 3700,N/A,N/A,F2FX+3C,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.472651,50.048612,"https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D9%85%D8%A7%D8%B3+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/@26.472651,50.048612,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe68895811bf:0xc3490ec713390f5d!8m2!3d26.472651!4d50.048612!16s%2Fg%2F11cmht6l6g?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
